"price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","yr_sold","mn_sold","day_sold","id"
"",3,1.5,2140,3600,2,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,"2014","11","14",86
"",5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,"2014","11","03",87
"",2,1.75,1030,1066,2,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,"2014","09","04",90
"",5,2.75,3520,6353,2,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,"2015","03","11",92
"",3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,"2014","12","23",95
"",3,1,1210,33919,1,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,"2014","09","24",105
"",3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,"2015","03","04",112
"",3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,"2014","11","24",114
"",4,2.5,3230,16171,2,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,"2014","10","28",115
"",4,2.5,2070,4310,2,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,"2015","04","06",130
"",3,1.75,1060,7875,1,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,"2015","01","05",131
"",3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,"2014","06","12",133
"",4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,"2015","01","26",135
"",4,1.75,2020,7840,1,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,"2014","08","05",137
"",4,2.5,3670,315374,2,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,"2014","12","03",146
"",1,1,700,5100,1,0,0,3,7,700,0,1942,0,98115,47.679,-122.3,1010,5100,"2014","05","16",155
"",4,2.75,2640,7500,1,0,0,3,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,"2014","08","07",158
"",5,2.25,2060,8632,1,0,0,3,7,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680,"2014","05","07",161
"",3,2.5,3400,16603,2,0,0,3,10,3400,0,2000,0,98075,47.6012,-122.023,3400,12601,"2015","03","04",163
"",3,2.75,1910,7280,1,0,0,3,7,1160,750,1979,0,98034,47.7319,-122.224,1710,8152,"2014","06","20",164
"",3,2,2020,38332,1,0,0,4,7,1010,1010,1975,0,98027,47.4582,-122.023,2110,36590,"2014","08","12",165
"",2,1.75,1340,7250,1,0,0,5,5,700,640,1949,0,98198,47.408,-122.327,1830,9750,"2015","02","19",167
"",3,2.5,2680,9750,1,0,0,4,8,1610,1070,1979,0,98034,47.7028,-122.231,2480,8750,"2014","06","05",169
"",3,2,1370,8336,1,0,0,5,7,1370,0,1964,0,98133,47.7458,-122.331,1770,7288,"2014","06","11",170
"",5,2.75,1970,5400,1,0,0,3,7,1320,650,1986,0,98144,47.5868,-122.308,1280,2150,"2014","07","09",177
"",3,1,1220,4800,1,0,0,3,6,1220,0,1901,0,98122,47.6101,-122.307,1200,4800,"2014","05","30",178
"",4,3,2440,9600,2,0,0,5,7,2440,0,1961,0,98034,47.7044,-122.2,2290,9600,"2014","06","13",183
"",3,2.5,1940,14952,2,0,0,3,8,1940,0,1994,0,98042,47.3777,-122.165,2030,10450,"2014","11","12",202
"",3,1.5,1300,7370,1,0,0,4,7,900,400,1976,0,98023,47.3025,-122.37,1430,7500,"2014","08","04",204
"",4,1.75,2480,11010,1,0,0,4,9,1630,850,1966,0,98040,47.5378,-122.219,2770,10744,"2014","08","04",206
"",6,3,2300,3404,2,0,0,3,7,1600,700,1920,1994,98133,47.7067,-122.343,1560,1312,"2014","07","17",210
"",3,2.25,1270,1566,2,0,0,3,8,1060,210,2014,0,98105,47.6647,-122.284,1160,1327,"2014","07","17",212
"",4,2.5,2240,12032,1,0,0,3,9,2240,0,1983,0,98074,47.6143,-122.017,2520,12368,"2014","05","15",213
"",3,2.5,2250,5692,2,0,0,3,8,2250,0,2000,0,98146,47.5133,-122.379,1320,5390,"2014","07","03",218
"",4,2.25,2330,19436,2,0,0,3,8,2330,0,1987,0,98011,47.7663,-122.215,1910,10055,"2014","09","04",223
"",3,2.25,2020,8379,2,0,0,3,7,2020,0,1994,0,98038,47.3828,-122.023,2020,8031,"2014","09","03",225
"",2,2,1510,6516,1,0,0,3,8,1510,0,2005,0,98053,47.7076,-122.013,1640,6009,"2015","03","09",227
"",2,1,1000,10200,1,0,0,3,6,1000,0,1961,0,98024,47.5687,-121.899,1150,13702,"2014","11","20",234
"",5,4,3760,28040,2,0,0,3,10,3760,0,1983,0,98033,47.6489,-122.183,3430,35096,"2014","06","10",236
"",3,2,2220,94300,1,0,0,5,7,1640,580,1976,0,98010,47.3459,-121.95,2070,80100,"2015","04","09",237
"",4,1,1970,4740,1.5,0,0,3,7,1670,300,1904,2005,98122,47.6136,-122.303,1510,4740,"2015","03","20",238
"",6,2.5,4410,14034,1,0,2,4,9,2350,2060,1965,0,98003,47.3376,-122.324,2600,13988,"2014","05","29",240
"",2,1,1030,3060,1,0,2,4,7,790,240,1918,0,98103,47.6779,-122.353,1390,3060,"2014","08","26",245
"",2,1.5,720,5120,1,0,0,3,6,720,0,1954,0,98106,47.5218,-122.357,1150,2566,"2015","02","26",248
"",3,1.75,1560,3000,1,0,0,4,6,770,790,1918,0,98103,47.6846,-122.345,1390,3000,"2015","04","22",250
"",3,2.25,1510,36224,2,0,0,3,8,1510,0,1991,0,98045,47.4616,-121.711,1730,36224,"2015","04","01",253
"",3,1,1400,3538,1,0,0,3,7,800,600,1953,0,98118,47.5405,-122.27,1620,6331,"2015","04","21",254
"",2,2,1420,9191,1.5,0,2,5,7,1420,0,1928,0,98115,47.6979,-122.32,1420,6816,"2014","05","19",256
"",3,1.75,1580,11455,1,0,0,4,7,1200,380,1974,0,98059,47.4756,-122.147,1550,10650,"2015","02","11",258
"",4,2.5,2460,4425,2,0,0,3,8,2460,0,2006,0,98052,47.7048,-122.109,2990,5659,"2014","08","29",260
"",3,1,1660,4400,1.5,0,0,3,8,1460,200,1911,0,98112,47.6362,-122.302,1660,4400,"2014","12","02",261
"",2,1,770,5040,1,0,0,3,5,770,0,1930,0,98144,47.5964,-122.299,1330,2580,"2015","04","28",264
"",2,1,1070,4500,1,0,0,3,7,1070,0,1937,0,98115,47.6802,-122.29,1320,4465,"2014","08","14",268
"",3,2.5,2070,9900,1,0,0,3,8,1420,650,1979,0,98023,47.2988,-122.371,2070,8250,"2015","04","09",269
"",4,3.25,5050,20100,1.5,0,2,3,11,4750,300,1982,2008,98004,47.6312,-122.223,3890,20060,"2015","05","04",270
"",2,1,1040,7538,1,0,0,4,7,1040,0,1939,0,98133,47.7107,-122.352,1440,7530,"2015","05","01",272
"",3,1.75,1080,1306,1,0,0,3,7,580,500,1954,2003,98199,47.6601,-122.4,1440,2225,"2014","11","24",275
"",3,2.5,2653,4510,2,0,0,3,8,2653,0,2006,0,98031,47.4145,-122.166,2653,4927,"2015","03","20",276
"",3,2,2290,16258,1,0,0,5,8,2290,0,1960,0,98058,47.4672,-122.165,1660,10530,"2015","01","27",277
"",3,1.75,2390,6000,1,0,0,3,6,1240,1150,1908,0,98118,47.5362,-122.268,2020,6000,"2015","05","05",280
"",5,3,3830,8480,2,0,1,5,9,2630,1200,1905,1994,98122,47.6166,-122.287,3050,7556,"2015","05","13",283
"",3,3,2420,13959,1,0,0,4,8,1740,680,1988,0,98028,47.7486,-122.23,2570,13300,"2015","04","10",285
"",3,1.75,1670,6720,1,0,0,3,7,1140,530,1980,0,98034,47.7198,-122.193,1670,7320,"2015","02","09",288
"",4,2.5,1890,15770,2,0,0,4,7,1890,0,1968,0,98166,47.4281,-122.343,2410,15256,"2014","07","23",291
"",4,1.75,2950,9025,1,0,2,4,8,1780,1170,1975,0,98034,47.7128,-122.223,2120,9600,"2015","02","24",292
"",3,2,1970,4166,2,0,3,5,8,1270,700,1929,0,98126,47.5717,-122.375,2390,4166,"2014","07","09",295
"",4,2.5,3360,22111,2,0,0,3,10,3360,0,1994,0,98075,47.5951,-122.017,3150,11374,"2014","07","10",296
"",3,2.5,2650,7286,2,0,0,3,8,2650,0,1990,0,98059,47.5084,-122.154,2400,7220,"2015","03","04",298
"",4,5,4550,18641,1,1,4,3,10,2600,1950,2002,0,98074,47.6053,-122.077,4550,19508,"2014","06","24",301
"",5,1.75,1660,78408,1.5,0,0,3,6,1660,0,1915,0,98065,47.529,-121.837,1660,78408,"2014","10","23",312
"",4,2.25,1950,7700,1,0,0,3,8,1350,600,1979,0,98058,47.4441,-122.125,2150,7350,"2014","11","05",316
"",3,2.5,1930,64904,1,0,0,4,8,1930,0,1988,0,98042,47.346,-122.157,2350,57500,"2015","05","11",318
"",3,2,1450,11204,1,0,0,3,7,1450,0,2003,0,98001,47.2639,-122.252,1520,9518,"2014","07","21",323
"",2,1,1240,12092,1,0,0,3,6,960,280,1922,1984,98146,47.4957,-122.352,1820,7460,"2014","09","05",325
"",2,1,1240,12092,1,0,0,3,6,960,280,1922,1984,98146,47.4957,-122.352,1820,7460,"2015","03","11",326
"",3,2.25,2370,10289,1,0,0,4,9,1590,780,1977,0,98005,47.592,-122.166,2500,10004,"2014","07","25",330
"",3,2.75,2930,5569,1,0,0,3,9,1860,1070,2004,0,98072,47.7648,-122.164,2580,11045,"2014","06","02",337
"",4,2,1510,3500,1.5,0,0,5,7,1510,0,1911,0,98103,47.6794,-122.357,1820,3750,"2014","07","22",338
"",4,3.5,3040,8414,2,0,0,3,9,2420,620,2010,0,98059,47.5222,-122.157,3470,8066,"2014","11","06",342
"",3,2,1390,13464,1,0,0,4,7,1390,0,1987,0,98030,47.3581,-122.173,1720,12080,"2014","10","21",349
"",4,1.75,2500,7690,1,0,0,3,7,1250,1250,1973,0,98155,47.7713,-122.307,2040,8646,"2015","04","16",350
"",2,1,990,3120,1,0,2,5,7,790,200,1907,0,98103,47.68,-122.353,1930,3120,"2014","12","03",354
"",4,1.5,1550,19800,1,0,0,4,7,1050,500,1969,0,98001,47.3117,-122.27,1640,22654,"2015","03","24",355
"",4,1.75,2200,7475,1,0,0,5,7,1100,1100,1955,0,98118,47.543,-122.28,1600,5766,"2014","06","04",356
"",4,2.5,1910,4862,2,0,0,3,7,1910,0,2005,0,98038,47.3607,-122.034,2010,5091,"2014","08","06",357
"",3,2.5,2440,5750,2,0,2,3,9,1980,460,2000,0,98116,47.565,-122.381,1520,5750,"2014","08","05",360
"",3,2,1840,40438,2,0,0,3,7,1840,0,1994,0,98045,47.4853,-121.709,1380,44049,"2015","01","30",366
"",4,2.5,3520,15420,2,0,0,3,10,3520,0,1991,0,98074,47.6375,-122.016,3400,21455,"2014","10","01",368
"",4,2.75,2440,69415,1,0,0,4,8,1910,530,1989,0,98075,47.5944,-122.042,2770,24361,"2015","04","23",369
"",4,2.25,2180,10754,1,0,0,5,7,1100,1080,1954,0,98133,47.7711,-122.341,1810,6929,"2014","10","01",372
"",3,3,1590,7750,1,0,0,3,7,1060,530,1997,0,98038,47.3624,-122.045,1680,7500,"2014","10","27",378
"",5,3.5,4800,14984,2,0,2,3,11,3480,1320,1998,0,98006,47.5543,-122.148,4050,19009,"2014","07","28",385
"",3,2,1650,7352,1,0,0,3,7,1160,490,1979,0,98058,47.4612,-122.169,1710,7350,"2014","05","15",388
"",4,1.5,2040,10726,1,0,0,3,7,1380,660,1954,0,98177,47.772,-122.358,1610,10020,"2014","08","01",390
"",4,2.75,3300,12090,2,0,0,3,8,3300,0,1953,0,98004,47.6294,-122.218,3180,12239,"2014","05","12",394
"",3,2,1570,5250,1,0,0,3,7,1570,0,1998,0,98092,47.3163,-122.188,1570,5250,"2015","04","17",408
"",4,2.25,2200,9351,1,0,0,5,7,1290,910,1962,0,98133,47.7448,-122.333,1910,8660,"2015","01","05",418
"",3,2.25,1860,5028,2,0,0,3,8,1860,0,2012,0,98019,47.7318,-121.982,2320,5465,"2014","12","23",419
"",5,4.25,6070,171626,2,0,0,3,12,6070,0,1999,0,98024,47.5954,-121.95,4680,211267,"2014","07","10",420
"",3,2.5,2250,11632,2,0,0,3,8,2250,0,1988,0,98056,47.5272,-122.169,2360,11632,"2014","12","19",423
"",5,1.75,2190,27260,1,0,0,4,7,2190,0,1947,1974,98166,47.4546,-122.337,1620,39480,"2014","11","14",427
"",3,2,2350,15021,1,0,0,4,8,1770,580,1976,0,98004,47.6408,-122.219,3530,15715,"2015","02","25",428
"",4,2,1440,7680,1,0,0,3,7,1200,240,1971,0,98034,47.7245,-122.2,1460,9660,"2014","05","06",429
"",3,2.5,2200,4052,2,0,0,3,8,2200,0,2005,0,98058,47.4362,-122.178,2310,5082,"2015","05","12",430
"",5,2.5,4870,11800,2,0,0,3,10,3470,1400,1983,0,98074,47.633,-122.041,3180,11398,"2014","08","21",437
"",2,2,1270,1372,3,0,0,3,8,1270,0,2000,0,98115,47.6776,-122.318,1610,3090,"2014","07","08",439
"",3,1,940,7980,1,0,0,4,7,940,0,1960,0,98032,47.3838,-122.289,1150,8050,"2014","08","19",445
"",3,1.75,1920,9102,1,0,0,3,7,1920,0,1968,0,98072,47.7487,-122.082,1920,9760,"2014","12","02",446
"",3,2.5,3545,9816,1,0,0,3,10,2610,935,2005,0,98027,47.5534,-122.078,3630,7704,"2014","11","10",447
"",3,2.25,2590,9263,1,0,0,5,8,1440,1150,1977,0,98028,47.7691,-122.262,2580,9450,"2014","11","05",450
"",3,2.5,2260,3640,2,0,0,3,8,2260,0,1994,0,98072,47.7356,-122.157,2350,3710,"2015","01","08",457
"",3,2.25,2570,8491,2,0,0,4,8,2570,0,1989,0,98042,47.3759,-122.125,2400,8049,"2015","03","05",462
"",1,0.75,430,5050,1,0,0,2,4,430,0,1912,0,98014,47.6499,-121.909,1200,7500,"2014","05","23",466
"",4,2.75,4110,8400,2,0,1,3,9,3130,980,1928,2013,98125,47.717,-122.281,2820,8400,"2014","11","13",473
"",6,3.5,4860,11793,2,0,0,3,11,3860,1000,1998,0,98006,47.5521,-122.137,3600,11793,"2014","07","11",487
"",3,1.75,1300,11230,1,0,0,5,7,1300,0,1968,0,98042,47.3811,-122.087,1300,10794,"2015","01","27",493
"",3,2.5,2120,4500,2,0,0,3,7,2120,0,2000,0,98065,47.5322,-121.88,2530,4816,"2014","11","06",500
"",4,3.75,4030,10800,2,0,0,3,10,4030,0,2006,0,98033,47.6821,-122.196,2160,7200,"2014","06","12",510
"",4,1.75,2430,7559,1,0,0,4,8,1580,850,1981,0,98052,47.7206,-122.11,1980,8750,"2015","05","05",511
"",4,2.5,2600,7787,2,0,0,3,8,2600,0,2005,0,98059,47.4877,-122.139,2830,7787,"2015","03","05",512
"",3,1.75,1900,5000,1,0,0,5,7,950,950,1951,0,98116,47.5789,-122.393,1770,5000,"2014","08","20",515
"",4,2.25,4760,8036,2.5,0,0,5,9,3390,1370,1916,0,98112,47.6415,-122.285,2950,9323,"2014","11","14",519
"",4,3.25,3180,194278,2,0,0,3,10,3180,0,2005,0,98059,47.4711,-122.084,2200,178160,"2014","08","05",520
"",3,1,1190,7560,1,0,0,5,6,1190,0,1958,0,98058,47.452,-122.177,1190,7560,"2015","03","25",521
"",5,3,2530,5105,1,0,0,3,8,1520,1010,2005,0,98133,47.7546,-122.341,2290,4011,"2015","03","26",523
"",6,5,6050,230652,2,0,3,3,11,6050,0,2001,0,98024,47.6033,-121.943,4210,233971,"2014","06","18",528
"",4,1.75,1570,8268,1,0,0,3,7,1570,0,1979,0,98011,47.7373,-122.197,1870,8190,"2015","05","01",537
"",2,2,1510,4000,1,0,0,4,7,1010,500,1900,0,98103,47.6582,-122.345,1920,4000,"2014","12","04",538
"",4,2.5,1560,4350,2,0,0,3,7,1560,0,2003,0,98056,47.5025,-122.186,1560,4350,"2014","10","30",542
"",2,1,1320,8865,1,0,0,4,6,1320,0,1943,0,98168,47.4949,-122.3,1190,6490,"2014","05","28",550
"",3,3,4380,6320,2,0,3,5,10,3580,800,1952,0,98199,47.6452,-122.411,3080,7680,"2014","10","13",552
"",3,1.5,1300,8280,1,0,0,5,7,1300,0,1956,0,98028,47.7403,-122.256,1570,8692,"2014","11","17",555
"",4,1,1400,7242,1.5,0,0,3,7,1400,0,1959,0,98188,47.4339,-122.291,1310,7314,"2014","07","15",558
"",4,2.5,2050,10271,2,0,0,3,7,2050,0,1998,0,98042,47.3628,-122.075,2050,8103,"2014","10","27",560
"",3,1,1180,5350,1.5,0,0,4,6,1180,0,1959,0,98178,47.505,-122.259,1490,5350,"2014","12","31",567
"",5,2.75,2160,4000,1.5,0,0,5,7,1530,630,1927,0,98105,47.667,-122.289,2040,4000,"2014","08","14",568
"",4,4,6050,84942,2.5,0,2,3,9,4150,1900,2009,0,98077,47.7466,-122.029,2700,199504,"2014","12","11",578
"",3,1.5,1820,10608,1,0,0,4,7,1820,0,1962,0,98003,47.3366,-122.306,1380,8976,"2014","08","21",582
"",4,2.25,2060,10070,2,0,0,3,7,2060,0,1975,0,98034,47.7258,-122.177,2060,8155,"2014","10","22",584
"",3,2.5,3180,12600,2,0,0,4,11,3180,0,1978,0,98074,47.6366,-122.058,3030,12835,"2014","07","08",588
"",3,2.25,2110,13300,2,0,0,4,8,2110,0,1985,0,98038,47.3725,-122.06,2470,14000,"2014","09","30",589
"",3,2.5,3370,14402,2,0,2,3,9,3370,0,2004,0,98045,47.5008,-121.776,3330,9691,"2014","10","02",598
"",3,1.75,1430,10816,2,0,0,3,7,1430,0,1994,0,98010,47.3122,-121.996,1560,10816,"2014","08","20",603
"",3,2.25,1450,4789,2,0,0,3,7,1450,0,1985,0,98029,47.5665,-122.018,1560,4490,"2015","02","24",605
"",2,1,940,6804,1,0,0,3,7,940,0,1949,0,98177,47.7047,-122.373,1150,6930,"2015","02","06",608
"",3,2.5,1930,5080,2,0,0,4,8,1930,0,1990,0,98029,47.5694,-122.001,2190,5085,"2014","09","25",613
"",3,2.5,1880,5502,2,0,0,3,8,1880,0,1988,0,98029,47.5737,-122.018,2040,5411,"2014","09","22",618
"",2,1.75,1760,5000,1,0,0,4,7,940,820,1927,0,98117,47.682,-122.372,1530,5000,"2015","02","25",624
"",3,1,990,6750,1,0,0,4,6,990,0,1947,0,98133,47.7125,-122.331,1440,6860,"2014","05","21",625
"",3,1,960,6400,1,0,0,4,6,820,140,1944,0,98178,47.496,-122.239,1200,6600,"2014","08","14",626
"",3,2.25,1270,2790,1,0,0,3,7,990,280,1970,0,98199,47.6581,-122.396,1920,4000,"2014","10","09",629
"",4,2.25,3250,34293,2,0,0,4,9,3250,0,1983,0,98042,47.3496,-122.094,3110,35982,"2014","05","22",630
"",2,1.75,1330,6000,1,0,0,4,7,960,370,1914,1945,98199,47.6539,-122.396,1620,6000,"2014","06","22",632
"",3,2.5,2690,11575,1,0,3,3,8,2130,560,1957,0,98028,47.7605,-122.267,2390,11782,"2014","09","12",634
"",3,2,2050,13303,1,0,0,3,8,2050,0,1993,0,98003,47.2681,-122.31,2180,11590,"2014","07","01",639
"",2,2,1300,3850,1,0,0,3,7,800,500,1963,0,98136,47.5395,-122.39,950,5500,"2015","03","03",641
"",3,1,1000,6020,1,0,0,3,6,1000,0,1944,0,98166,47.4793,-122.346,1300,8640,"2014","11","17",651
"",4,1.75,2020,36400,1,0,0,4,8,1550,470,1976,0,98077,47.7627,-122.076,2520,38255,"2014","11","24",652
"",3,2.5,3180,10492,2,0,2,3,10,3180,0,1991,0,98052,47.655,-122.124,3000,9812,"2015","04","22",656
"",3,1.5,1250,8710,1,0,0,4,7,1250,0,1953,0,98004,47.6245,-122.198,1750,9185,"2014","09","02",660
"",3,1.75,1140,22267,1,0,0,3,7,1140,0,1986,0,98045,47.4761,-121.758,1150,15625,"2015","03","24",661
"",3,2.5,1640,5097,2,0,0,3,7,1640,0,1969,0,98155,47.7522,-122.278,1880,6000,"2015","01","21",663
"",3,1,1290,12231,1,0,0,3,7,1290,0,1976,0,98072,47.7404,-122.11,1390,11632,"2014","11","24",665
"",4,3.25,3160,5000,2,0,0,5,9,2360,800,1965,0,98105,47.6597,-122.274,2220,4000,"2014","08","02",670
"",4,2.5,1700,6380,1,0,0,4,7,850,850,1940,0,98115,47.6988,-122.319,1380,6380,"2014","09","12",672
"",4,1.75,1800,4180,2,0,3,4,8,1800,0,1921,0,98102,47.6462,-122.318,2180,4620,"2014","07","29",674
"",3,1.75,1800,18000,1,0,0,3,8,1200,600,1968,0,98058,47.4406,-122.146,1800,18000,"2014","08","13",675
"",2,1.5,1120,17487,1,0,0,3,6,1120,0,1924,0,98178,47.5024,-122.271,1690,8056,"2015","01","27",678
"",4,1,1420,4875,1.5,0,0,3,7,1420,0,1930,0,98115,47.6942,-122.321,1110,5413,"2014","10","13",685
"",3,2.5,2680,7757,2,0,0,3,8,2680,0,1990,0,98023,47.2918,-122.346,2430,8231,"2014","05","19",687
"",3,1,1500,12616,1,0,0,3,7,1500,0,1967,0,98072,47.7415,-122.101,1820,13950,"2015","02","24",690
"",3,2,1410,5760,1,0,0,3,7,1410,0,1985,0,98030,47.3702,-122.185,1670,6222,"2014","06","25",696
"",4,2.25,2240,11034,2,0,0,3,8,2240,0,1976,0,98004,47.5894,-122.195,2300,11550,"2014","10","09",700
"",2,1,1380,5000,1.5,0,2,3,5,1380,0,1905,0,98106,47.5708,-122.359,1500,5000,"2015","04","07",701
"",2,1,1060,5703,1,0,2,4,6,1060,0,1946,0,98198,47.3444,-122.327,2240,4416,"2014","08","04",706
"",4,1.75,2480,14782,1,0,3,3,8,1460,1020,1958,0,98155,47.7646,-122.271,2910,10800,"2014","10","14",708
"",3,2.5,3660,39478,2,0,2,4,9,3260,400,1989,0,98022,47.2413,-121.972,2700,38312,"2014","07","01",710
"",3,1.75,1450,12125,1,0,0,4,7,1450,0,1981,0,98001,47.3575,-122.28,1210,12125,"2014","09","08",712
"",4,2.5,2210,9875,2,0,0,3,9,2210,0,1990,0,98074,47.6285,-122.025,2440,8799,"2014","07","22",713
"",4,1.75,1710,7140,1,0,0,5,7,1010,700,1968,0,98032,47.3745,-122.275,1770,8960,"2014","12","22",716
"",3,1.5,1010,8108,1,0,0,5,7,1010,0,1954,0,98155,47.7359,-122.309,1300,8108,"2014","07","15",717
"",6,2.25,2660,13579,2,0,0,3,7,2660,0,1937,1990,98125,47.7142,-122.286,1120,8242,"2014","07","28",718
"",6,2.25,2660,13579,2,0,0,3,7,2660,0,1937,1990,98125,47.7142,-122.286,1120,8242,"2015","01","02",719
"",5,3,2520,5500,1,0,0,3,8,1550,970,2004,0,98178,47.4938,-122.255,1700,8000,"2014","09","18",725
"",3,1.75,1470,7650,1,0,0,3,7,1130,340,1983,0,98059,47.4818,-122.161,1590,7500,"2014","11","06",729
"",3,1.75,1920,7400,1,0,0,4,8,1260,660,1977,0,98006,47.5633,-122.131,2360,8048,"2014","08","20",738
"",3,2,1400,9177,1,0,0,3,7,1400,0,1974,0,98001,47.3415,-122.272,2020,8547,"2014","11","19",740
"",4,1.75,2010,5070,1,0,1,4,7,1300,710,1963,0,98116,47.5793,-122.402,2180,5400,"2014","07","14",747
"",3,2.5,2170,4912,2,0,0,3,7,2170,0,2003,0,98028,47.7767,-122.239,2010,4395,"2014","06","05",748
"",4,1.5,1510,6460,1,0,0,3,7,1070,440,1970,0,98034,47.7121,-122.214,1450,6630,"2014","09","03",750
"",3,1,1370,6001,1,0,0,5,7,1230,140,1944,0,98108,47.5646,-122.317,1370,5520,"2014","07","30",753
"",3,1.75,1370,3850,1,0,0,5,7,770,600,1911,1988,98112,47.6374,-122.279,1390,3600,"2014","06","03",755
